Bedrooms,Bathrooms,Price,Year_built,Address,City,State
4,2,82000,1984,4660  FOREST RIDGE DR, HERMITAGE, TN
4,2,78000,1983,4448  GINA BROOKE DR, HERMITAGE, TN
4,2,78000,1983,4529  BROOKE VALLEY DR, HERMITAGE, TN
3,3,231000,1998,4112  HELENA BAY CT, HERMITAGE, TN
2,1.5,79500,1984,5138  HUNTERS POINT LN, HERMITAGE, TN
3,3,85000,1994,5305  HUNTERS POINT CT, HERMITAGE, TN
3,3,92500,1995,5173  HUNTERS POINT LN, HERMITAGE, TN
4,4,95000,1979,828  HERITAGE TRL, HERMITAGE, TN
3,2,129900,1981,525  ST PAUL DR, HERMITAGE, TN
3,1,142200,1964,8407  GULLETT DR, HERMITAGE, TN
4,2,195000,1968,605  DES MOINES DR, HERMITAGE, TN
5,3,165000,1984,722  ALBANY DR, HERMITAGE, TN
3,2,128900,1993,4725  ASHLEY WAY, HERMITAGE, TN
4,2.5,200000,1992,1524  ANDCHEL DR, HERMITAGE, TN
3,2,149900,2013,3128  EARHART RD, HERMITAGE, TN
3,3,370000,1991,3411  HOBSON PIKE, HERMITAGE, TN
4,2,150000,1962,229  BONNABROOK DR, HERMITAGE, TN
3,1.5,100000,1960,3827  BONNACREEK DR, HERMITAGE, TN
4,2.5,128000,1970,509  FRANKFORT DR, HERMITAGE, TN
3,2,149900,1967,4420  JUNEAU DR, HERMITAGE, TN
3,1.5,188000,1969,4412  BATON ROUGE DR, HERMITAGE, TN
2,2,94900,1984,304  RACHELS CT E, HERMITAGE, TN
5,3,146000,1970,713  ALBANY DR, HERMITAGE, TN
3,2,145000,1983,624  BELGIUM DR, HERMITAGE, TN
3,2,124900,1997,721  NETHERLANDS DR, HERMITAGE, TN
3,2,108000,1964,202  BONNABROOK DR, HERMITAGE, TN
3,1.5,45000,1962,212  BONNABROOK DR, HERMITAGE, TN
3,1,102500,1960,3918  BONNAFORD DR, HERMITAGE, TN
3,1.5,148000,1983,512  JACKSON THISTLE, HERMITAGE, TN
3,1.5,85000,1985,3544  ALBEE DR, HERMITAGE, TN
3,2.5,112500,1988,3360  LAKESIDE PL, HERMITAGE, TN
3,1.5,143000,1962,179  JACKSONIAN DR, HERMITAGE, TN
3,1.5,121250,1962,3817  PLANTATION DR, HERMITAGE, TN
3,1.5,90000,1976,848  HERMITAGE RDG, HERMITAGE, TN
3,1.5,153000,1971,621  ATLANTA DR, HERMITAGE, TN
4,2,150000,1969,620  ALBANY DR, HERMITAGE, TN
3,2,138000,1973,632  DUTCHMANS DR, HERMITAGE, TN
3,1.5,154900,1963,302  BELINDA DR, HERMITAGE, TN
3,2,89000,1985,1029  RACHELS SQUARE DR, HERMITAGE, TN
4,2,121500,1987,733  NETHERLANDS DR, HERMITAGE, TN
3,2,102000,1985,518  DEBBIE DR, HERMITAGE, TN
3,2,165000,1986,1545  MARKET SQ, HERMITAGE, TN
3,2,95000,1991,3617  PIERSIDE DR, HERMITAGE, TN
4,3,189500,1988,4200  NEW HOPE MEADOW RD, HERMITAGE, TN
2,1.5,109900,1984,5133  HUNTERS POINT LN, HERMITAGE, TN
2,1.5,65000,1985,5211  DOVE TRL, HERMITAGE, TN
3,1.5,148000,1965,140  JACKSONIAN DR, HERMITAGE, TN
3,1.5,120000,1965,145  JACKSONIAN DR, HERMITAGE, TN
3,1,129900,1960,203  BONNALYNN DR, HERMITAGE, TN
4,2,135000,1968,508  DES MOINES DR, HERMITAGE, TN
3,2.5,179900,1968,4552  ANDREW JACKSON PKWY, HERMITAGE, TN
4,2,162000,1960,225  BONNAFIELD DR, HERMITAGE, TN
3,1.5,87900,1985,684  MERCER DR, HERMITAGE, TN
3,2,124000,1991,4829  LEESA ANN LN, HERMITAGE, TN
3,1,120000,1962,6006  BALTIC DR, HERMITAGE, TN
3,1,120000,1963,6021  PANAMA DR, HERMITAGE, TN
3,1.5,77600,1983,509  JACKSON THISTLE, HERMITAGE, TN
3,2,137750,1991,104  SCHOONER CT, HERMITAGE, TN
3,2,99000,1991,3320  DOCKSIDE DR, HERMITAGE, TN
3,1.5,55000,1980,113  ALBEE CT, HERMITAGE, TN
4,2,39000,1982,529  ROCKWOOD DR, HERMITAGE, TN
4,2,177600,1989,4529  RACCOON TRL, HERMITAGE, TN
3,2.5,242700,2001,4133  HELENA BAY CT, HERMITAGE, TN
3,2,165000,1983,5157  ROXBOROUGH DR, HERMITAGE, TN
3,3,205000,1984,5709  ST CHARLES CT, HERMITAGE, TN
2,2,157000,1976,6013  PORT JAMAICA DR, HERMITAGE, TN
3,2,130000,1976,5941  NEW HOPE CT, HERMITAGE, TN
3,2,200000,1998,5004  JOHN HAGAR RD, HERMITAGE, TN
3,2,233000,1999,5016  JOHN HAGAR RD, HERMITAGE, TN
3,1.5,110000,1965,155  JACKSONIAN DR, HERMITAGE, TN
2,1,119000,1960,5004  BONNAMEADE DR, HERMITAGE, TN
3,2,132000,1972,508  AUGUSTA DR, HERMITAGE, TN
3,2,150000,1974,616  FRANKFORT DR, HERMITAGE, TN
4,2,121500,1985,304  ANDREW JACKSON PL, HERMITAGE, TN
2,1,60000,1984,407  RACHELS CT W, HERMITAGE, TN
3,1.5,136500,1964,8219  GORDON LN, HERMITAGE, TN
4,2,164300,1978,665  MERCER DR, HERMITAGE, TN
2,2,61250,1985,4271  ANDREW JACKSON PKWY, HERMITAGE, TN
3,2,79300,1985,808  BRADLEY PL, HERMITAGE, TN
3,2,122000,1976,4936  SHADOWLAWN DR, HERMITAGE, TN
3,2,136000,1982,1012  CARRIAGE WAY CT, HERMITAGE, TN
3,2,153000,1983,1132  JACKSONS VIEW RD, HERMITAGE, TN
3,2,160000,1983,205  RETREAT CT W, HERMITAGE, TN
3,3,183000,1993,1565  MARKET SQ, HERMITAGE, TN
3,2.5,188000,1993,1537  ANDCHEL DR, HERMITAGE, TN
2,1.5,91815,1985,3312  LAKESIDE PL, HERMITAGE, TN
2,1.5,96000,1986,3336  LAKESIDE PL, HERMITAGE, TN
3,2,148600,1992,212  DOCKSIDE CT, HERMITAGE, TN
4,2,44000,1982,529  ROCKWOOD DR, HERMITAGE, TN
4,2,69500,1983,4253  VALLEY GROVE DR, HERMITAGE, TN
4,2.5,219000,2000,6009  ELIJAH CT, HERMITAGE, TN
3,3,159000,1972,5944  PORT YAKIMA CT, HERMITAGE, TN
3,2,270000,1997,5110  JOHN HAGAR RD, HERMITAGE, TN
3,2,187000,1993,5312  ROXBOROUGH PASS, HERMITAGE, TN
3,2,155000,1976,5880  S NEW HOPE RD, HERMITAGE, TN
3,1.5,132001,1963,7006  BONNAVENT DR, HERMITAGE, TN
3,1.5,124000,1960,5021  BONNAVISTA DR, HERMITAGE, TN
3,1.5,97500,1964,5024  BONNAHILL DR, HERMITAGE, TN
4,3,325000,1976,4262  ANDREW JACKSON PKWY, HERMITAGE, TN
4,2.5,197000,1970,509  FRANKFORT DR, HERMITAGE, TN
3,1.5,139900,1968,644  DES MOINES DR, HERMITAGE, TN
3,1.5,142500,1967,614  DES MOINES DR, HERMITAGE, TN
3,2,136000,1969,700  ALBANY DR, HERMITAGE, TN
3,1.5,145900,1977,4841  CONCORD DR, HERMITAGE, TN
3,1.5,119000,1964,300  TYLER DR, HERMITAGE, TN
3,2,46100,1977,4340  BATON ROUGE DR, HERMITAGE, TN
3,1.5,112900,1960,5014  BONNASIDE DR, HERMITAGE, TN
3,1.5,134000,1960,304  BONNARIDGE DR, HERMITAGE, TN
3,1,88500,1960,303  BONNALYNN DR, HERMITAGE, TN
3,2,87900,1986,811  NETHERLANDS DR, HERMITAGE, TN
3,2,102000,1986,538  DEBBIE DR, HERMITAGE, TN
4,3,208900,1992,1624  JACKSONS VALLEY PL, HERMITAGE, TN
3,2,130000,1981,104  JACKSONS RETREAT CT, HERMITAGE, TN
4,3,200000,1992,1532  ANDCHEL DR, HERMITAGE, TN
3,2,134000,1991,209  DOCKSIDE CT, HERMITAGE, TN
3,2,193500,1992,3624  PIERSIDE DR, HERMITAGE, TN
4,3,228000,1990,4589  RACCOON TRL, HERMITAGE, TN
3,2,242000,1989,1109  MISTLETOE CIR, HERMITAGE, TN
4,3.5,229000,2003,4820  MYRA DR, HERMITAGE, TN
4,2,86000,1983,1004  CENTRAL VALLEY CT, HERMITAGE, TN
4,3,180000,1971,6007  PORT ANADARKO TRL, HERMITAGE, TN
4,3,221500,1980,4204  BAYSIDE LN, HERMITAGE, TN
4,3,189900,1985,6044  PORT ANADARKO TRL, HERMITAGE, TN
3,2,149900,1978,5209  ALYADAR DR, HERMITAGE, TN
3,2,184000,1992,5220  LANA RENEE CT, HERMITAGE, TN
3,2,150900,1976,5904  NEW HOPE CT, HERMITAGE, TN
4,2,136000,1985,5165  HUNTERS POINT LN, HERMITAGE, TN
3,2,241000,1998,5705  S NEW HOPE RD, HERMITAGE, TN
2,1,120000,1989,1410  WALKER RD, HERMITAGE, TN
2,2,130800,1965,139  BONNAFIELD DR, HERMITAGE, TN
3,1.5,144900,1961,5001  BONNAWELL DR, HERMITAGE, TN
3,1.5,137500,1968,4436  BATON ROUGE DR, HERMITAGE, TN
5,3,153500,1977,4833  CONCORD DR, HERMITAGE, TN
4,2,127000,1984,694  FRANKFORT DR, HERMITAGE, TN
3,1.5,139000,1963,308  BONNAHURST DR, HERMITAGE, TN
3,1,135575,1963,103  TYLER DR, HERMITAGE, TN
3,1.5,137700,1963,206  TYLER DR, HERMITAGE, TN
3,2,159900,1974,4325  BATON ROUGE DR, HERMITAGE, TN
2,2,60000,1985,818  RACHELS VW, HERMITAGE, TN
3,1,78000,1960,222  BONNARIDGE DR, HERMITAGE, TN
3,2,129000,1994,104  ASHLEY CV, HERMITAGE, TN
3,1,91200,1964,6014  CORTEZ CT, HERMITAGE, TN
4,2,186000,1984,1621  RACHELS RETREAT CIR, HERMITAGE, TN
3,2,150000,1987,1400  WOODCHIMES CT, HERMITAGE, TN
3,2,175000,1983,1460  AUTUMN KNL, HERMITAGE, TN
3,1.5,123000,1978,445  ROCKWOOD DR, HERMITAGE, TN
3,2,132900,2002,208  SADDLESTONE CT N, HERMITAGE, TN
4,2,85000,1984,1105  FOREST RIDGE WAY, HERMITAGE, TN
4,4,96900,1984,4632  FOREST RIDGE DR, HERMITAGE, TN
4,2,85000,1984,4556  BROOKE VALLEY DR, HERMITAGE, TN
3,2,203000,2001,4901  SEINER CT, HERMITAGE, TN
4,2,85000,1983,4620  FOREST RIDGE DR, HERMITAGE, TN
4,2,85000,1983,1008  CENTRAL VALLEY CT, HERMITAGE, TN
4,3,279900,1980,6065  PORT ANADARKO TRL, HERMITAGE, TN
3,2,137500,1992,5148  HUNTERS POINT LN, HERMITAGE, TN
4,2.5,244900,1999,5721  S NEW HOPE RD, HERMITAGE, TN
5,5,780000,1989,3365  HOBSON PIKE, HERMITAGE, TN
3,1.5,138900,1965,7031  BONNAMERE DR, HERMITAGE, TN
3,1,120000,1962,211  BONNALYNN DR, HERMITAGE, TN
3,2,105000,1960,5014  BONNAMEADE DR, HERMITAGE, TN
3,2,154900,1960,5004  BONNAWELL DR, HERMITAGE, TN
4,2,184900,1968,508  DES MOINES DR, HERMITAGE, TN
3,2,164900,1974,4743  TRENTON DR, HERMITAGE, TN
3,2,93500,1975,4779  TRENTON DR, HERMITAGE, TN
3,2,169900,1967,4424  JUNEAU DR, HERMITAGE, TN
2,1.5,109000,1985,537  HIGHLAND VIEW DR, HERMITAGE, TN
3,1.5,173000,1976,673  ATLANTA DR, HERMITAGE, TN
3,2,155000,1980,504  BELGIUM DR, HERMITAGE, TN
2,1.5,93000,1984,693  MERCER DR, HERMITAGE, TN
2,2,92000,1985,1025  RACHELS SQUARE DR, HERMITAGE, TN
2,1,61000,1985,827  RACHELS VW, HERMITAGE, TN
3,2.5,149000,1996,905  LIBBY LN, HERMITAGE, TN
3,1.5,110000,1960,314  BONNARIDGE DR, HERMITAGE, TN
3,2,134000,2002,4816  LEESA ANN LN, HERMITAGE, TN
4,3.5,379900,2007,3771  HOGGETT FORD RD, HERMITAGE, TN
3,1.5,125000,1982,1116  JACKSONS VIEW RD, HERMITAGE, TN
3,3,141750,1991,3377  LAKESIDE PL, HERMITAGE, TN
4,3.5,250000,2005,4828  MYRA DR, HERMITAGE, TN
2,1.5,88900,1984,5122  HUNTERS POINT LN, HERMITAGE, TN
2,1,175000,1954,1479  STEWARTS FERRY PIKE, HERMITAGE, TN
4,1.5,142900,1965,154  BONNAFIELD DR, HERMITAGE, TN
4,1.5,152500,1967,516  DES MOINES DR, HERMITAGE, TN
4,2,147000,1973,524  TRENTON CT, HERMITAGE, TN
3,1.5,133000,1967,4272  SAMOA DR, HERMITAGE, TN
3,2,133000,1967,4244  NEPAL DR, HERMITAGE, TN
3,2,161000,1969,700  ALBANY DR, HERMITAGE, TN
3,1.5,100000,1980,683  FRANKFORT DR, HERMITAGE, TN
3,2,157500,1984,741  ALBANY DR, HERMITAGE, TN
3,1.5,135000,1967,202  BONNAOAKS DR, HERMITAGE, TN
3,2,103300,1974,604  BATON ROUGE CT, HERMITAGE, TN
4,2,169650,1978,665  MERCER DR, HERMITAGE, TN
3,2,24500,2014,258  BONNALYNN DR, HERMITAGE, TN
3,1,136200,1966,220  BONNAOAKS DR, HERMITAGE, TN
3,1.5,143500,1982,1013  CARRIAGE WAY CT, HERMITAGE, TN
3,1.5,100000,1980,108  ALBEE CT, HERMITAGE, TN
3,1.5,115000,1980,113  ALBEE CT, HERMITAGE, TN
3,2,113900,1990,605  VALLEY GROVE CT, HERMITAGE, TN
4,3,219000,1990,4244  NEW HOPE MEADOW RD, HERMITAGE, TN
4,2.5,220000,2001,6121  ALLEN CT, HERMITAGE, TN
4,2,228000,1971,4020  LAKE PKWY, HERMITAGE, TN
3,1.5,182500,1972,4009  PORT CLEBURNE LN, HERMITAGE, TN
3,3,245000,1995,5420  ROXBOROUGH PT, HERMITAGE, TN
3,1.5,124900,1964,7024  BONNAMERE DR, HERMITAGE, TN
3,2,95000,1962,416  BONNAWOOD DR, HERMITAGE, TN
3,2.5,149000,1974,4775  TRENTON DR, HERMITAGE, TN
3,1.5,147900,1966,303  BONNAVUE DR, HERMITAGE, TN
4,2,115000,1984,201  RACHELS CT, HERMITAGE, TN
3,1.5,116900,1973,640  DUTCHMANS DR, HERMITAGE, TN
3,1.5,135000,1966,277  BONNASPRING DR, HERMITAGE, TN
2,1.5,82900,1984,707  WILL PL, HERMITAGE, TN
3,2.5,84900,1985,4302 B  BATON ROUGE DR, HERMITAGE, TN
3,1.5,134395,1978,5012  ROWENA DR, HERMITAGE, TN
3,2,139900,1989,2121  STROMBURY DR, HERMITAGE, TN
3,2,165000,1992,3209  DOCKSIDE DR, HERMITAGE, TN
5,3,223500,1990,1112  MISTLETOE CIR, HERMITAGE, TN
4,3,210000,1996,4920  SEINER CT, HERMITAGE, TN
3,2,179900,1982,5919  PORT ANADARKO TRL, HERMITAGE, TN
3,1.5,148000,1965,147  BONNAFIELD DR, HERMITAGE, TN
4,1.5,134500,1963,7012  BONNAFAIR DR, HERMITAGE, TN
3,1.5,140000,1963,341  BONNAHURST DR, HERMITAGE, TN
3,2,134900,1962,3710  PLANTATION DR, HERMITAGE, TN
3,1,115080,1978,905  OAK VALE, HERMITAGE, TN
3,1.5,163000,1969,609  DENVER DR, HERMITAGE, TN
3,1.5,125000,1966,275  BONNASPRING DR, HERMITAGE, TN
3,1.5,122500,1963,210  BELINDA DR, HERMITAGE, TN
3,1.5,142000,1964,8302  GORDON LN, HERMITAGE, TN
3,1.5,145500,1960,220  JACKSONIAN DR, HERMITAGE, TN
3,1,134000,1960,222  BONNARIDGE DR, HERMITAGE, TN
3,1,50000,1980,4932  LEESA ANN LN, HERMITAGE, TN
3,3.5,1250000,1981,3145  BRANDAU RD, HERMITAGE, TN
3,2,157000,1968,3830  PACIFICA DR, HERMITAGE, TN
2,1.5,110000,1967,6060  PANAMA DR, HERMITAGE, TN
3,2,122000,1984,1632  RACHELS RETREAT CIR, HERMITAGE, TN
3,3,173900,1985,1313  PRESIDENTIAL TRCE, HERMITAGE, TN
3,2,144900,1983,1424  AUTUMN KNL, HERMITAGE, TN
4,2,119000,1979,3512  MAGNUM DR, HERMITAGE, TN
2,2,95000,1989,3337  LAKESIDE PL, HERMITAGE, TN
3,2,125000,1991,213  DOCKSIDE CT, HERMITAGE, TN
4,3,249000,1972,4012  LAKE PKWY, HERMITAGE, TN
3,1.5,345000,1937,3173  EARHART RD, HERMITAGE, TN
4,3,185000,1972,4071  PORT CLEBURNE LN, HERMITAGE, TN
3,3,319900,1987,2310  GRANNY WRIGHT LN, HERMITAGE, TN
3,3,367500,1997,3008  PALOMINO PL, HERMITAGE, TN
5,1.5,149900,1965,112  JACKSONIAN DR, HERMITAGE, TN
4,2,107000,1979,743  LINDEN GRN, HERMITAGE, TN
3,1.5,134943,1967,622  DES MOINES DR, HERMITAGE, TN
3,1.5,170000,1976,699  FRANKFORT DR, HERMITAGE, TN
3,1.5,143000,1960,3905  BONNAVISTA DR, HERMITAGE, TN
3,1.5,94000,1979,4831  SHADOWLAWN DR, HERMITAGE, TN
3,1,77000,1968,6015  PANAMA DR, HERMITAGE, TN
3,2.5,205000,2001,531  OLD LEBANON DIRT RD, HERMITAGE, TN
3,2,159000,1983,1124  JACKSONS VIEW RD, HERMITAGE, TN
4,3,167500,1989,1569  MARKET SQ, HERMITAGE, TN
4,2,102000,1979,4116  HUNTING DR, HERMITAGE, TN
3,3,180000,1990,4572  RACCOON TRL, HERMITAGE, TN
3,2,127000,1993,4324  VALLEY GROVE DR, HERMITAGE, TN
4,2,79000,1984,4664  FOREST RIDGE DR, HERMITAGE, TN
4,3,203000,1998,6186  N NEW HOPE RD, HERMITAGE, TN
3,2,110000,1983,817  GINA BROOKE CT, HERMITAGE, TN
3,1.5,260000,1961,3108  EARHART RD, HERMITAGE, TN
3,3,182500,1979,5177  ROXBOROUGH DR, HERMITAGE, TN
3,2,129900,1965,139  JACKSONIAN DR, HERMITAGE, TN
4,2,125000,1978,923  OAK VALE, HERMITAGE, TN
3,1.5,145000,1971,645  ATLANTA DR, HERMITAGE, TN
3,2,165000,1985,733  ALBANY DR, HERMITAGE, TN
3,3,23000,2016,605  BELGIUM DR, HERMITAGE, TN
3,2,102000,1985,509  HIDDEN HILL DR, HERMITAGE, TN
2,2,140000,1986,409  SCENICWAY KNOB, HERMITAGE, TN
3,2,152000,1986,1529  MARKET SQ, HERMITAGE, TN
3,2.5,194000,1991,2120  STROMBURY DR, HERMITAGE, TN
3,1.5,106400,1980,461  ROCKWOOD DR, HERMITAGE, TN
3,1.5,120000,1978,405  ROCKWOOD DR, HERMITAGE, TN
4,2,87500,1984,4544  BROOKE VALLEY DR, HERMITAGE, TN
3,2.5,240900,2004,4824  MYRA DR, HERMITAGE, TN
4,2,96500,1983,4444  GINA BROOKE DR, HERMITAGE, TN
4,4,104000,1978,832  HERITAGE TRL, HERMITAGE, TN
3,1.5,175000,1968,4448  ANDREW JACKSON PKWY, HERMITAGE, TN
3,1.5,68000,1965,198  BONNAFIELD DR, HERMITAGE, TN
2,1,135000,1965,4246  SWEDEN DR, HERMITAGE, TN
3,2,175000,1977,513  DUTCHMANS DR, HERMITAGE, TN
3,2,130000,1986,659  FRANKFORT DR, HERMITAGE, TN
2,1,112500,1963,7000  BONNACREST DR, HERMITAGE, TN
3,2,150000,1963,305  TYLER DR, HERMITAGE, TN
4,4,95000,1983,656  MERCER DR, HERMITAGE, TN
3,2,86500,1985,1009  RACHELS SQUARE DR, HERMITAGE, TN
2,1,63000,1985,1008  RACHELS SQUARE DR, HERMITAGE, TN
4,4,95000,1983,612  BELGIUM DR, HERMITAGE, TN
3,2,120000,1962,3850  BONNACREEK DR, HERMITAGE, TN
3,1,139900,1960,243  JACKSONIAN DR, HERMITAGE, TN
3,2,135900,2014,258  BONNALYNN DR, HERMITAGE, TN
3,1.5,118500,1960,135  BONNABROOK DR, HERMITAGE, TN
3,1.5,125000,1976,600  HIDDEN HILL DR, HERMITAGE, TN
3,2,153900,1989,808  STONER MILL LN, HERMITAGE, TN
3,2,137500,1993,4725  ASHLEY WAY, HERMITAGE, TN
5,3,210000,1990,4541  RACCOON TRL, HERMITAGE, TN
3,1,119000,1982,1012  JACKSONS VALLEY RD, HERMITAGE, TN
3,2,140000,1983,1100  JACKSONS VALLEY RD, HERMITAGE, TN
3,2,134943,1984,1404  AUTUMN KNL, HERMITAGE, TN
3,1.5,145000,1983,1417  AUTUMN KNL, HERMITAGE, TN
3,2,141500,1991,3632  PIERSIDE DR, HERMITAGE, TN
4,2,88000,1984,1314  TULIP GROVE RD, HERMITAGE, TN
4,3,187000,1990,4537  RACCOON TRL, HERMITAGE, TN
4,3,224900,1991,1416  WHITETAIL CT, HERMITAGE, TN
3,2,193000,1989,1308  BUTTERFLY CT, HERMITAGE, TN
4,3,199000,1990,4568  RACCOON TRL, HERMITAGE, TN
4,2,108150,1984,1108  FOREST RIDGE WAY, HERMITAGE, TN
4,2,106200,1984,4560  BROOKE VALLEY DR, HERMITAGE, TN
5,5,350000,2000,4800  MYRA DR, HERMITAGE, TN
3,3,193000,1979,5108  LANA RENEE CT, HERMITAGE, TN
2,1,89000,1984,5137  HUNTERS POINT LN, HERMITAGE, TN
3,2,129900,1967,8104  BONNAFAIR DR, HERMITAGE, TN
3,2,139900,1965,121  JACKSONIAN DR, HERMITAGE, TN
3,1.5,127000,1963,168  JACKSONIAN DR, HERMITAGE, TN
3,1.5,110000,1960,213  JACKSONIAN DR, HERMITAGE, TN
3,1,56000,1964,5005  BONNAHILL DR, HERMITAGE, TN
4,2,106000,1979,856  HERITAGE TRL, HERMITAGE, TN
3,1.5,139900,1966,4253  SWEDEN DR, HERMITAGE, TN
2,1,139000,1966,354  MONACO DR, HERMITAGE, TN
2,2,109900,1985,521  HIGHLAND VIEW DR, HERMITAGE, TN
4,2,180500,1969,658  ALBANY DR, HERMITAGE, TN
3,2,142000,1984,726  ALBANY DR, HERMITAGE, TN
2,1,129900,1963,3903  BONNAFIELD CT, HERMITAGE, TN
3,1.5,140000,1963,236  BONNALYNN DR, HERMITAGE, TN
3,1.5,146900,1966,253  BONNALYNN DR, HERMITAGE, TN
4,1.5,133000,1960,304  BONNACROFT DR, HERMITAGE, TN
3,2,70700,1986,817  NETHERLANDS DR, HERMITAGE, TN
3,2,70700,1986,819  NETHERLANDS DR, HERMITAGE, TN
4,2,77000,1980,4189  DODSON CHAPEL RD, HERMITAGE, TN
3,2,114500,1982,1037  JACKSONS VALLEY RD, HERMITAGE, TN
3,1.5,178000,1984,1229  JACKSONS HILL RD, HERMITAGE, TN
4,2,90000,1979,3509  MAGNUM DR, HERMITAGE, TN
4,2,115000,1979,4117  HUNTING DR, HERMITAGE, TN
4,3,140100,1991,3365  LAKESIDE PL, HERMITAGE, TN
3,2,217000,1980,6193  N NEW HOPE RD, HERMITAGE, TN
4,3,233000,1990,4589  RACCOON TRL, HERMITAGE, TN
4,3.5,226000,2001,4840  MYRA DR, HERMITAGE, TN
4,2,106000,1983,4420  CENTRAL VALLEY DR, HERMITAGE, TN
3,3,100000,1995,5169  HUNTERS POINT LN, HERMITAGE, TN
4,2,140000,1974,8134  BONNAFAIR DR, HERMITAGE, TN
3,2,154900,1962,416  BONNAWOOD DR, HERMITAGE, TN
5,2,160000,1964,2038  HICKORY HILL LN, HERMITAGE, TN
3,1,140000,1963,8321  GORDON LN, HERMITAGE, TN
4,2,220000,1974,645  HIGHLAND VIEW CT, HERMITAGE, TN
3,2,184900,1974,653  HIGHLAND VIEW CT, HERMITAGE, TN
3,1.5,150000,1978,645  MERCER DR, HERMITAGE, TN
2,1.5,92900,1984,689  MERCER DR, HERMITAGE, TN
3,1,135000,1968,120  ALOHA CT, HERMITAGE, TN
3,1.5,122000,1963,8204  GORDON LN, HERMITAGE, TN
3,2,106000,1985,510  DEBBIE DR, HERMITAGE, TN
4,2,214900,1990,1216  FIREFLY RD, HERMITAGE, TN
4,2,150000,1962,6018  CORTEZ CT, HERMITAGE, TN
3,2,134900,1985,1113  JACKSONS VIEW RD, HERMITAGE, TN
3,3,194900,1993,2024  STROMBURY DR, HERMITAGE, TN
3,2,112500,1990,4277  VALLEY GROVE DR, HERMITAGE, TN
3,2,194010,1988,4229  NEW HOPE MEADOW RD, HERMITAGE, TN
4,2,71000,1983,4445  GINA BROOKE DR, HERMITAGE, TN
4,2,167300,1978,5913  NEW HOPE CT, HERMITAGE, TN
3,1.5,210000,1984,2382  GRANNY WRIGHT LN, HERMITAGE, TN
3,2,165000,1967,395  BONNAVALE DR, HERMITAGE, TN
3,1.5,128000,1977,817  HERITAGE TRL, HERMITAGE, TN
3,2,170000,1967,4455  ANDREW JACKSON PKWY, HERMITAGE, TN
4,2,165000,1965,220  BONNAVUE DR, HERMITAGE, TN
3,1.5,160000,1965,214  BONNAVUE DR, HERMITAGE, TN
4,1.5,160000,1977,509  DUTCHMANS DR, HERMITAGE, TN
3,2.5,100000,1984,709  RACHELS TRL, HERMITAGE, TN
4,2,133000,1984,309  RACHELS CT E, HERMITAGE, TN
3,2,112000,1981,676  FRANKFORT DR, HERMITAGE, TN
3,1,138000,1966,246  BONNALYNN DR, HERMITAGE, TN
3,1,127000,1960,8312  LUREE LN, HERMITAGE, TN
3,2,93500,1985,822  RACHELS VW, HERMITAGE, TN
3,2,81000,1985,817  BRADLEY PL, HERMITAGE, TN
2,2,82000,1985,800  RACHELS VW, HERMITAGE, TN
4,4,147885,1984,621  BELGIUM DR, HERMITAGE, TN
3,2,147900,1997,1112  RICHARD LEE CIR, HERMITAGE, TN
3,1,92500,1961,320  JACKSONIAN DR, HERMITAGE, TN
3,1,145000,1960,319  BONNARIDGE DR, HERMITAGE, TN
5,2,222000,1965,2004  HICKORY HILL LN, HERMITAGE, TN
3,2,104894,1982,1005  JACKSONS VALLEY RD, HERMITAGE, TN
3,2,145500,1986,1401  WOODCHIMES CT, HERMITAGE, TN
5,3,272900,1988,4116  NEW HOPE MEADOW RD, HERMITAGE, TN
4,3,227000,1991,1420  WHITETAIL CT, HERMITAGE, TN
3,2,221000,1989,1417  WHITETAIL CT, HERMITAGE, TN
3,2,139900,1987,4309  VALLEY GROVE DR, HERMITAGE, TN
3,2,160000,1968,3117  EARHART RD, HERMITAGE, TN
4,2,130500,1981,5104  ROXBOROUGH DR, HERMITAGE, TN
4,2,260000,1976,6033  PORT JAMAICA DR, HERMITAGE, TN
3,3.5,529900,2001,3207  PUGH RD, HERMITAGE, TN
5,6,1200000,2004,3519  COUCHVILLE PIKE, HERMITAGE, TN
3,2,161000,1965,7042  BONNAVENT DR, HERMITAGE, TN
3,1,155000,1963,174  JACKSONIAN DR, HERMITAGE, TN
3,1.5,140000,1962,5002  BONNAVISTA DR, HERMITAGE, TN
4,2,109000,1962,5005  BONNAVISTA DR, HERMITAGE, TN
4,1,72000,1962,244  BONNABROOK DR, HERMITAGE, TN
4,2,155500,1967,4433  JUNEAU DR, HERMITAGE, TN
3,1.5,212000,1968,517  ALBANY DR, HERMITAGE, TN
3,1,154500,1980,4804  CONCORD DR, HERMITAGE, TN
4,3,210000,1973,613  DUTCHMANS DR, HERMITAGE, TN
3,2,158000,1960,248  BONNACROFT DR, HERMITAGE, TN
4,1.5,168000,1960,214  BONNALYNN DR, HERMITAGE, TN
3,1.5,115500,1966,284  BONNASPRING DR, HERMITAGE, TN
3,2,150000,1980,504  BELGIUM DR, HERMITAGE, TN
3,2,159900,1997,1113  RICHARD LEE CIR, HERMITAGE, TN
3,2,109000,1987,826  NETHERLANDS DR, HERMITAGE, TN
3,2,80000,1986,839  NETHERLANDS DR, HERMITAGE, TN
3,1.5,95000,1987,816  NETHERLANDS DR, HERMITAGE, TN
